Entity1|Entity2
6112|35442
9477|18296
11810|21255
7135|16072
5677|6035
4395|46901
5505|20312
34508|37926
32805|48209
6081|38042
18683|40671
26625|36857
3301|6637
18639|44315
3082|24813
46240|47220
14980|20314
9437|21654
30480|44587
4746|17780
6907|35037
13870|46914
20167|48542
14852|30947
11473|49257
20260|40821
2251|28264
12638|18138
43856|48459
18092|24217
6928|33312
30475|44957
3759|34180
30559|37987
23489|35012
20167|48589
47028|47318
4089|6801
4835|10418
25678|49897
19645|26372
2863|43032
22845|22921
1383|34796
9194|41857
3013|30579
23358|45873
12691|13731
16470|27755
5310|36541
6071|38932
47812|47890
17094|41538
25872|33879
40752|44045
21864|38845
1702|8344
36830|41890
12332|43578
2511|6733
32153|36845
2422|14122
39225|39689
24136|46906
32957|35667
32088|42263
33760|34554
1685|9767
9911|47908
24316|31972
25016|39410
7585|44353
4811|12462
17923|38253
35225|44023
27486|30956
16222|48414
42262|49748
24392|25614
19612|29194
20948|49376
10896|31704
13098|45566
10745|44231
507|42029
21144|33095
3089|24340
10091|33005
13084|46708
14957|22315
23486|35313
22063|22351
27375|40183
24100|49870
7679|36581
11028|20761
21276|22128
35164|49147
12504|29353
17347|20606
852|13413
43084|47159
16308|41304
13233|34386
14030|33772
31246|46647
3678|41012
21978|29443
10946|27607
25692|48897
8560|29036
40760|43429
7780|28231
29028|34162
19422|44968
34382|48520
26692|31441
8725|15333
11761|25518
7751|30666
14777|37349
4796|13785
12297|46578
18923|20900
21108|36150
26741|27327
91|11086
26732|28080
12383|39414
5253|41406
7671|37322
14935|24218
15657|29823
594|34887
3202|15029
18582|49189
23505|33790
14007|35743
3950|18491
14830|32974
30488|44100
24226|39553
12615|20210
26568|41778
2440|12760
5967|47709
22764|29803
29015|35295
8588|26775
17791|49347
8685|18720
29714|42823
25115|31322
18812|30130
1636|13971
6299|20151
8419|40820
33603|47671
20482|22650
11069|17477
13842|49473
22822|25031
19367|49647
21262|23437
11552|42940
14833|32739
29042|33023
2157|36288
32000|49657
2105|40605
15634|31788
43845|49551
3999|14469
8420|40746
21946|32183
15006|18389
3921|20955
5503|20711
16234|47534
19374|49051
4500|38444
32156|36791
39112|49274
3163|18342
4748|17857
8791|9968
27503|29777
18705|39091
32844|45219
30521|41421
12450|33947
17340|21299
17035|46612
15569|37215
13925|42599
3799|31113
31348|38330
6430|9360
2055|44803
40728|46186
3683|40746
29866|30213
24219|40166
9978|42555
11766|25241
16323|40228
6438|8690
14001|36342
3941|19343
15826|15945
21217|27237
3995|14859
14687|44922
7732|32382
6133|34028
2358|19663
17133|38509
36101|37020
36760|47842
4731|19322
18687|40602
17104|40967
8460|37515
2790|49365
18874|25133
44664|47287
13332|26364
16440|30537
18804|30948
21864|39108
2957|35500
8566|28714
6434|9052
36014|44317
14972|21323
5469|23612
14198|20028
14108|27472
1605|16661
32831|46383
16565|20153
2274|26668
47797|49362
33604|47715
16238|47340
25004|40607
24153|45706
58|14007
35279|39757
14657|47499
10043|37223
21|17084
8329|48406
27366|41177
14973|21269
9211|40738
1379|35451
14772|37929
24330|31031
7797|27057
17028|47286
43053|49880
621|32837
13969|39047
35268|40682
12270|48995
46239|47573
2357|19820
5173|48251
6776|46274
17948|36520
14914|26187
19446|43262
7661|38360
23596|26486
34522|37144
4723|20070
14176|21913
26598|39486
29648|48487
16302|42043
25965|26490
869|12275
19629|28057
43085|47321
34530|36495
38374|45111
7194|11587
10343|12369
24168|44581
5354|33240
10819|38394
13463|15545
41506|47300
13197|37661
2160|36210
9219|40147
182|3781
41567|42227
3910|22046
28124|43864
25801|40066
7814|25683
6821|42567
8569|28553
16470|28133
22068|22257
1661|12113
17360|19793
3304|6811
35328|35770
38419|41346
9271|35837
22592|44289
14090|29110
32850|44918
985|2697
6827|42107
23593|26802
23509|33772
45427|49611
507|42379
2033|46796
3108|23108
6252|24288
16375|36073
24994|41605
39991|42054
28151|41718
3901|22832
3983|16025
13215|36190
43060|49447
28125|43896
6937|32988
27323|44864
36834|41903
27342|43288
3142|20303
32055|45337
2066|44089
20230|43808
22798|27275
3753|35139
14823|33844
11026|21322
19413|46077
17792|49548
26668|33715
15448|47481
6253|24262
11801|22509
3170|17997
6919|34510
5601|12832
20218|44791
19374|49308
9945|45495
23378|44712
7877|20561
10746|44573
7675|37315
13309|28469
17161|36434
20397|29978
23351|46942
16321|40614
3841|27863
26752|26835
14187|21105
17798|49082
8620|24439
13959|40032
8348|47010
25950|27872
32980|34204
2874|42606
13309|28455
2198|33183
29676|46239
3927|20751
36843|41222
17896|40986
22810|26343
29819|34377
35184|47825
17942|37174
2225|30962
31292|43208
10739|45204
3720|37947
19402|47056
36097|37606
45440|48557
5521|19535
18861|26410
20207|45764
3331|4705
10305|15680
6125|34963
1318|40720
5479|23046
32206|32960
7835|24109
41528|45674
15528|40966
46236|48129
33653|43928
24118|48906
26481|49388
36046|41913
3773|33571
3031|29635
14089|29302
21275|22696
22716|34168
5538|18169
7760|30339
32048|46084
14980|20937
12605|21453
14904|27247
15660|30035
16460|29168
14670|46665
18737|36797
35189|47482
4724|20212
16261|45697
6971|30307
31228|48559
8530|32007
15646|31182
15715|25455
5157|49820
8742|14414
9897|49616
18900|23252
16366|36952
3139|20709
857|13502
3801|31298
123|8892
6370|14673
12370|40987
28168|40495
17892|41424
22819|25701
14772|38243
3347|3459
4630|28040
8493|35085
6388|13215
27284|48342
21006|45090
5419|28096
39935|46882
17914|39574
21138|34123
24315|32638
30619|33642
43085|47557
15808|17810
133|8102
2066|44269
36793|45500
32106|41295
28859|48652
29836|33097
47818|47925
8598|26400
2483|9667
4025|12764
3753|35341
13911|44173
11831|20206
10216|23204
29866|30624
20361|33167
10865|34890
24280|35581
31391|35201
16335|39639
17979|34271
3652|43747
11865|17440
7911|17943
26669|33916
34520|37650
14057|32090
8590|27122
33597|48718
32971|35138
19603|30520
119|9321
20215|45267
24145|46812
2026|47646
9960|44474
41511|47182
20190|47398
2494|8809
17058|45206
13197|37990
11050|19556
926|7892
8403|42651
7715|34242
18938|20221
5312|37085
2047|45925
9366|28279
13339|26181
24363|28679
2173|35478
6402|12146
24974|43509
36876|38668
19614|29644
11874|16747
46253|46921
6357|15903
3119|22500
832|15718
38429|40948
10684|49972
6098|37392
7069|22337
4370|49748
17862|44023
18811|30794
41579|41618
31284|44164
6416|11010
32804|49063
36878|38593
28228|35667
39127|48539
14825|33950
15678|28687
2863|43787
25048|37405
17818|47716
11819|21355
16533|23309
17320|23523
3785|32798
9326|31641
11924|12613
17007|49483
30648|31381
4828|11775
14015|35673
28863|48452
20260|41633
28151|42024
30432|49298
18080|26013
14971|21906
16233|48242
27281|48775
30559|38841
12461|33640
592|35713
14927|25546
16440|31033
17156|37142
6468|6771
39144|47188
21779|46652
190|3554
28275|31830
25091|33954
14770|38586
18906|22970
40009|40906
12319|45448
12589|23038
12391|39474
20973|48069
33598|48715
10752|44423
14705|44023
14878|29666
622|33258
8419|41478
15595|35664
47813|48525
16601|17702
11819|21399
34475|41477
21773|47183
1737|6256
32071|44397
6251|24805
123|9150
16479|27837
19428|45210
25125|31171
5491|22369
13290|30420
16512|25139
24994|42048
11890|15552
6890|37327
25812|39693
25190|25785
26646|36014
2230|30890
23|17468
22013|27302
24938|46709
17900|41003
23563|29721
45468|46650
36094|38271
15634|32472
14955|23293
39159|46004
10026|39192
2261|28331
4747|18602
21141|34131
10337|13374
619|33549
49|15327
36832|42513
914|9070
15451|47703
17974|34906
32156|37401
1543|22400
47818|48186
9971|43775
13309|28882
17375|19088
2|19240
623|33234
1478|27806
12266|49922
16537|23085
23336|48597
27430|36459
2545|4796
13232|35264
10241|21377
21938|33550
26612|38817
22583|45611
10344|12853
12438|35668
10701|48755
4435|44551
12658|17414
15505|43260
6463|7291
28117|45063
27457|34307
3093|24870
21761|48282
24387|26970
25931|29888
45452|48038
24995|42042
22052|24126
26733|28863
38449|39465
9179|44020
31240|47996
36743|49994
496|43828
17164|36659
39194|43141
31407|34092
22063|23267
11153|11273
20412|29227
7798|27597
3278|9529
21115|36411
25107|32705
11840|19802
5366|32832
3630|45859
21126|35494
32032|47749
22836|24630
27291|48053
7903|18894
9253|37916
31298|43149
22028|26147
3859|26873
25744|45467
14071|31270
26490|49084
2976|34639
7049|24247
855|14075
4838|11161
19620|29449
32805|49222
27465|33708
1435|31472
19597|31347
18035|29927
4467|41975
13246|34192
29024|35387
33655|44185
13096|46688
9264|37051
18784|33330
16519|24731
8031|8310
28291|30647
11908|14223
4063|9985
30657|30868
37654|39936
26682|33126
19470|41925
21162|32551
9903|49560
32821|47874
11738|28320
28078|48338
9569|11745
2003|49907
25022|39914
7242|8300
42301|47563
9183|43806
19475|41547
16342|39452
17129|39664
14762|39496
9553|13114
40778|42889
24316|32992
5220|45072
17030|47858
6244|25620
14738|41495
5597|13770
1531|23582
13997|37500
14952|23775
3583|49880
9366|28649
25798|41017
6213|28194
18861|27004
18817|30656
24296|34616
23391|44226
29858|31727
16243|47677
5172|49089
28299|30050
38328|49598
7556|47825
1778|3109
27520|29184
14198|20812
2232|30963
6957|31999
15517|42446
3631|45926
39962|45156
4710|21905
4489|40246
11108|15164
3689|41125
29700|44929
2854|44889
1562|21062
6381|14306
6277|22942
40767|43863
18172|18683
25810|40128
32811|48876
30470|46562
9971|44038
40803|40845
2956|36468
21996|29004
21219|27958
20332|36044
40757|44658
1348|38859
4133|4309
13400|21565
10277|18650
11154|11395
29713|43834
790|19645
29012|36556
25863|35772
6345|17347
7060|23538
9318|32724
32183|35503
19622|29471
44690|46011
11856|18702
33666|43484
17228|31573
10286|17912
11786|24483
3724|38292
17859|44723
6115|36453
40725|47423
38456|39139
34491|40565
1493|26858
25860|36046
6454|8308
19498|39753
6872|39152
31361|38213
24120|49338
11869|17644
19578|33163
2389|18041
5488|22972
9367|28694
41562|43473
20491|22915
32824|47803
23470|37804
46258|46914
7244|8286
22717|34762
2054|45859
5960|49346
15788|20036
11862|18213
9989|42617
11751|27432
14673|47048
20338|35599
9534|14867
7583|45724
21246|25824
32088|43461
47036|47969
31277|45226
8675|20621
21980|30433
7182|13469
6843|41625
489|44714
6069|40337
20229|44686
13891|46451
5293|39194
24268|37174
20184|48411
5171|49322
30632|33244
13873|47949
10178|26957
28251|34266
13151|42374
10339|13619
44662|48373
105|11074
30590|36685
5266|41475
18600|48850
6196|29823
10911|31696
4888|7308
126|9341
5546|18227
9986|42930
3903|23534
203|2956
6446|9070
3606|48184
1457|29953
2569|3194
19558|34921
21152|33693
683|28663
14082|30671
10994|24819
28107|46265
21849|41367
25035|39102
30475|46327
43|16257
8728|16312
27486|32280
555|39309
18684|41907
18755|36069
30451|48280
18781|33898
11019|22771
18640|45607
35310|38200
18861|27253
12286|48686
13218|36874
35963|49554
873|12952
13397|22056
12661|17609
6756|48961
2006|49986
13134|43890
6357|16530
3841|28763
19494|40288
23402|43604
12552|26663
39224|41116
9359|29533
23402|43598
23405|43345
16498|26810
28176|40618
18608|48329
28265|33180
16326|41121
32177|36173
25846|37354
16477|28599
6287|22376
2523|7114
2104|41892
21915|35986
2423|15424
17881|43118
28309|29542
533|41225
12388|40281
8472|37651
21833|42785
7001|28663
19702|23098
1255|46844
6145|34200
33636|46244
41512|47900
21915|36024
15645|32151
14783|38159
3794|32724
20270|41483
7129|18080
35217|46104
3922|22110
17903|41329
34421|46637
22594|45188
1540|23216
6401|12960
20452|26363
6450|8897
20402|30511
11484|49853
2531|6508
10951|28552
25935|30026
14702|44904
10931|30210
4122|5538
29811|36005
2970|35618
10354|12559
7069|23067
12309|46927
17024|48794
20319|37449
5597|14199
8814|9328
505|43616
14708|44403
14777|38676
37651|40643
13223|36581
4089|8289
10702|49225
21070|40632
20500|22410
17044|47117
7126|18356
11068|18873
13319|28658
8013|10295
10903|32563
7192|12892
7110|19696
43084|48561
19380|49884
21088|39183
26763|26951
18855|27913
7842|24505
11704|31616
17284|27221
22043|25447
8749|14747
10914|31661
33001|33484
4422|46216
23427|41640
5340|35574
2468|11803
4888|7550
5621|12252
16406|34612
7998|11572
29748|41300
7893|20277
1669|12588
36834|42997
29873|30922
20990|47354
13340|26927
3137|21827
31406|34769
25034|39356
1639|15093
5595|14418
6479|6585
15567|38700
12593|23405
25035|39344
5504|21994
21149|34201
13148|42916
5547|18429
16432|32482
3738|37505
10970|27066
851|14979
13154|42419
39139|48385
3814|31195
15562|39170
18889|25162
17884|43042
8439|40525
13307|29724
14142|25955
18658|44325
7899|19839
14178|22943
19696|23710
31327|41426
8717|17472
12402|39285
19459|43375
15634|33173
36107|37852
32124|40758
3141|21538
22716|35233
10757|44775
4857|10193
9347|30730
27402|39479
27460|34666
9225|40882
14068|32102
13413|20931
18955|19706
10225|23416
29686|46513
12489|32090
7793|28667
11618|38851
29648|49675
2323|23921
25159|29048
34564|34855
18623|47258
35275|41465
30649|32198
14964|23330
21757|49329
10332|14546
28093|47747
30520|42909
21836|42766
3605|48602
15776|21448
5661|9046
26746|28497
5659|9224
9551|13874
15057|15630
26743|28690
7695|36849
6060|41483
14752|40957
111|10961
8530|33069
21801|45705
32910|41116
29088|30678
5462|25594
1355|38788
30564|39252
15508|43729
27476|33411
7898|20004
16590|19458
3638|45922
28281|32201
1521|25027
23385|45343
13153|42627
29696|45825
41|16798
29828|34883
15597|36390
6817|44206
2026|48658
17132|40054
25768|44187
18110|24399
10007|41610
19598|31970
29884|30242
4018|14398
25749|45769
13943|42576
3345|4733
28864|49374
6220|28244
195|4041
9327|32528
4556|35295
2393|18216
12465|34228
17892|42535
10329|14890
35192|48379
9402|26292
3082|26571
15583|37582
7751|32278
7881|21487
30641|32922
10732|47000
9911|49604
12717|13296
4551|35736
31358|38939
13914|45024
13928|43861
7951|15694
3868|26895
7815|26987
17402|17700
14813|35980
4131|5064
30542|41221
21900|37592
7815|26975
11522|46996
47817|49197
527|42061
18898|24607
12281|49541
7155|16220
8619|25778
21833|43144
25023|40549
24968|45114
14943|25177
5|19861
10178|27480
40021|40883
9588|10906
1778|3781
36052|42651
31289|44760
2884|43054
18936|21438
24289|35947
29676|47573
5231|44876
10922|31282
11556|44198
24162|46429
27319|46540
24288|35973
30502|44508
23451|39961
3931|21711
20483|24153
24418|25190
32049|47167
27306|47627
15828|17312
28137|44192
15060|15520
11745|28496
11832|21275
15718|26421
32147|39057
17816|48902
31312|42832
11851|19705
24335|32094
526|42192
12559|26480
8456|39356
30534|41943
4418|46846
8587|28504
1597|18848
14232|18734
34399|48824
482|45859
25893|33930
15672|30292
8634|24598
38348|48733
5986|47800
35206|47402
32020|49698
16562|21945
4882|8362
5532|19934
10263|20476
13504|13651
15445|49159
22610|44298
1386|36388
27360|43213
18741|37730
8349|48287
137|8997
12480|33119
3323|6708
39924|48971
24400|26755
23374|46403
28070|49823
4112|6756
13434|19447
10777|43391
40702|49940
3890|25193
22704|36467
6956|32849
33787|34157
13154|42735
15066|15122
33773|35336
7825|26301
7257|7908
13995|38454
31269|46560
9588|11030
36097|39038
7629|42581
17146|39111
2531|6952
5961|49956
42300|48459
2237|31368
39916|49724
37608|44678
13145|43522
13870|48883
25020|40895
13475|16110
183|5249
2382|19337
3204|16648
27509|30917
41550|45157
7263|7430
23617|26292
17324|24329
15715|26800
16475|29256
7992|12484
20346|35693
41497|49658
45448|49410
18854|28461
18158|20679
14244|17871
12297|48405
7694|37212
32995|34413
20207|47215
13506|13564
27430|37580
12394|40331
18628|47192
10087|35217
5997|47028
15625|34343
3247|13127
7590|45874
8590|28411
2963|36708
8804|10652
35198|48137
21270|24561
22696|37274
234|1076
14656|49221
39124|49964
28880|48257
18675|43320
2062|45970
4512|39225
22048|25568
35295|40193
737|24884
16586|20147
9364|29743
23403|44165
33651|45567
1776|4190
2443|14362
440|49542
26615|39736
1265|46608
2433|15205
21286|23255
12384|41224
33746|37701
3302|8609
11020|23381
41540|46147
22717|35552
17366|20941
5467|25521
569|38846
45454|48958
33750|37360
41512|48466
7542|49929
7091|21824
4101|7847
20334|36790
14804|37015
22869|22986
17351|22235
17891|42937
10250|21770
768|22352
5379|32845
14267|16061
37662|40326
20222|46075
21159|33839
7820|26872
28216|37909
18172|19598
31389|36687
17201|34663
44672|48294
26552|45020
18928|22442
35202|47978
10280|19317
39991|43715
9280|36780
8536|32991
16551|23126
25737|47141
9968|45232
3041|30334
2832|47694
2183|36025
3227|14905
13242|35618
6214|29123
18112|24614
12504|31335
24126|49735
4042|12810
10903|33178
10166|28811
7667|39611
3603|49253
14248|17675
6970|31953
8355|48066
17895|42667
31352|39817
27507|31287
30518|43508
32969|36683
29870|31759
4800|15463
20437|28332
22567|48150
6754|49898
11581|42482
25141|31133
10213|24934
22041|26268
8703|19188
19676|25953
1596|19257
21116|37497
3658|44727
15803|19718
1713|9556
17900|42282
16316|42670
8560|31084
2086|44139
18808|32441
5588|15609
30639|33562
24993|43375
41576|43260
18052|29714
9556|13965
119|10803
4791|16237
14258|16927
14670|48266
11593|41523
19396|49225
41529|47167
39991|43726
4800|15506
3073|27787
23342|49374
32029|49228
11902|15856
569|39010
10250|21907
10193|26639
8809|10466
32982|35753
35973|49646
11774|26523
36868|40905
42287|49878
12700|15204
15064|15596
9537|15576
42357|44081
22855|24303
21012|46199
18071|28163
1803|2147
36832|43877
27358|43800
25899|33831
8652|23506
12377|42000
12625|21416
18632|47117
33748|37719
22654|40967
30568|39474
32186|36251
3663|44393
24395|27540
20358|34989
18750|37381
13299|31058
23379|46377
22594|45995
14248|17829
1523|25419
4627|29935
24143|48469
18689|42427
29800|37702
31383|37375
6082|40240
43093|48470
3937|21670
479|46545
5466|25852
1656|14393
21067|41711
14148|26156
6247|26568
5997|47318
40742|47106
26683|34346
36025|45387
3136|22635
10757|45442
1239|49022
3362|3884
9295|35741
7153|16922
17173|37217
32180|36855
15572|39023
44680|47908
2867|44991
9154|47465
29004|38269
13254|34857
3604|49363
32073|45693
10862|36759
6111|37901
10380|11259
1779|4232
11575|43121
21165|33588
1800|2493
24363|30279
12563|26657
27467|34799
6832|43586
19718|22665
3875|26892
39939|48281
13382|24259
37659|40919
24925|49253
31389|37022
21037|44253
13195|39763
31406|35631
40755|46078
36833|43921
39195|44487
891|12436
12445|36481
