Entity1|Entity2
145619|186738
48115|153247
44479|192879
139848|141447
45872|77255
121109|123881
10471|131927
45805|82817
55317|79766
58051|114987
26199|137239
8131|64006
47566|198828
130095|164513
47834|176585
52433|57008
55363|75960
58133|108198
26897|79322
26032|151119
42798|70233
73762|121751
73831|116025
38813|138852
4882|71522
700|156500
73509|142693
123587|180333
107967|166110
114225|171004
155467|155826
16167|183470
67899|84084
64359|115764
16387|165213
95047|190061
130142|160556
30500|42364
51655|121616
76781|133278
29228|147960
1808|64547
120205|198932
38639|153264
33393|64403
86702|96257
98467|168198
83654|87105
29093|159161
42549|90873
54542|144031
45015|148456
111639|123523
123817|161341
92973|100029
978|133459
114499|148288
79860|139817
35538|148616
102029|134709
129829|186650
44401|199403
28810|182750
42714|77281
47942|167558
5128|51176
13774|119962
48797|96595
54257|167696
51645|122354
70764|108317
42403|103085
114139|178198
14231|82082
117047|198984
111577|128700
3896|153447
8700|16851
148962|171397
35982|111730
85952|158460
32301|155083
174073|184307
76525|154452
71091|81221
55373|75108
8420|40115
73389|152605
55085|99014
167782|182204
105475|110885
29902|92084
130099|164213
52291|68762
4325|117843
61755|69675
33291|72935
130178|157646
98749|145114
107787|181404
91870|191775
20341|99279
11630|35849
76589|149354
39721|63635
26340|125668
60399|182400
82342|196143
39758|60561
45227|130915
86018|153184
52362|63029
13388|152064
161570|173923
155162|181508
121074|127147
83106|132747
66763|178453
89178|153053
114374|159011
82728|164086
44788|167330
88909|175360
126922|166058
17548|68985
45684|92957
29106|158201
76667|142851
26266|131775
127103|151041
64580|97556
28968|169646
76987|116298
1551|86008
29996|84342
108129|153068
130412|138551
16133|186414
7917|81923
26883|80569
11618|36865
148701|193521
10023|169253
13579|136253
2119|38871
102320|110934
86696|96858
756|152012
27317|44633
86244|134377
80385|96379
130025|170757
42685|79821
120929|139262
67352|129520
16903|122547
58667|63950
2044|45124
39917|47409
47747|183868
25898|162420
21128|34004
39154|110734
3900|153217
102020|135853
39571|76128
34973|195622
14816|33610
54005|188762
180398|183999
2258|27376
7709|99239
105106|141878
25804|170180
76398|165111
189736|195386
95499|152609
51086|168897
83128|130811
69868|182856
20439|91217
161286|197466
69779|190232
41519|176554
7239|138255
38531|162527
35558|147138
36069|104727
8207|57934
60507|173558
63431|193007
148841|181728
1835|62527
949|136058
61701|74435
88732|190194
111571|129338
7160|144855
16713|138370
117422|168005
136006|198421
874|142304
7782|93221
120534|171845
64199|129255
126572|195032
105080|143841
49174|65636
42705|78203
155404|161323
98320|180632
16264|175673
36652|56309
17446|77568
6987|159223
10987|89391
83410|107598
31932|185925
57449|165264
48863|91467
104845|163369
57161|189164
114575|142195
46239|47003
105344|121942
28606|199922
3579|179981
48559|116586
85704|179329
170934|182966
54126|178811
57860|131031
7633|105632
154949|199002
117285|179436
98248|186653
49205|62986
4801|78558
57760|139350
1102|123439
132969|188423
35883|120223
30568|37041
180347|188105
89574|120229
102143|125531
79939|133492
60258|194192
32873|107871
38376|175418
8093|67493
105130|139762
89113|158489
19268|188556
4852|74348
20479|88039
96157|98119
10960|91668
114764|126557
101683|163734
22646|170297
88762|187618
50971|178584
48404|129507
64595|96354
5052|57783
82719|165123
151952|186046
508|172796
120908|141197
15041|15143
114002|190118
139427|177027
74173|88010
14944|23174
96075|105145
58357|89996
136413|165025
93045|94497
127128|149270
92857|110087
29232|148036
120775|152221
171081|171192
44727|172655
92205|164195
51975|95426
35072|187571
102383|105939
73347|156531
29342|138860
4524|101653
139702|154143
79479|171881
44649|179103
16876|125004
63813|161445
17112|105402
1079|125450
24187|42458
27286|47390
108367|133558
123440|193266
57044|198893
139189|196835
69725|194965
148927|174907
16620|146286
32527|136747
25478|197528
13419|149834
98793|141797
13515|141844
14676|45481
26565|107321
22738|162817
89606|117714
48110|154001
82377|193452
152307|156528
101526|177112
95996|111632
95444|157448
29038|164159
82820|156643
88710|192069
13399|151523
77429|79801
117957|124096
4150|132750
79483|171456
5189|46501
107924|170380
60709|156895
54237|169780
123446|192755
48567|116097
28670|194725
120565|169750
21007|44329
38279|183593
88983|169396
58478|79913
61815|65083
45731|89478
148651|197747
2091|41521
31876|190843
33573|49992
136154|186414
42762|73751
14613|50797
5224|43649
120881|143306
49044|76662
7073|152331
86203|138209
74244|82248
142490|184790
38358|177134
45469|111194
706|156500
64507|103945
33524|54070
104452|196203
77284|92079
136479|159427
73329|158144
14715|42359
16778|133279
136094|191356
67933|81784
85519|194971
50817|191675
16467|159082
83666|86610
127224|141128
95177|179789
30506|42375
42620|85493
22348|195216
44722|173178
9708|195777
91916|188297
142603|175379
30088|77086
158212|190664
801|148655
83228|122934
98167|193618
73102|176958
12984|186069
20444|91170
91991|182046
5269|39958
22432|188333
111665|121883
57448|165484
101980|139297
13847|114417
20710|69084
145759|175682
57735|141684
16184|182598
76909|123131
120219|198314
11150|76128
161427|185858
60868|143775
117387|171219
14363|71593
57565|155788
16333|170274
51671|120723
136751|136888
102389|105363
95283|170924
7124|148170
60585|167311
30016|83106
101421|185715
151820|196838
51297|151768
167762|184386
614|164227
8508|33324
11199|72088
38468|168021
70161|158920
26314|128258
117585|154818
32653|126394
7722|98550
33433|61748
69882|182251
10386|139616
23536|96760
50739|198246
19377|179791
25924|160702
167840|178315
57972|122212
69702|197175
86410|121159
32831|111725
117172|189395
133287|162615
73937|107862
133413|152150
142609|175295
64569|98926
167923|171421
67704|100862
95949|115852
30400|51352
35415|159387
43018|52618
480|175399
48841|93658
7538|113876
67947|80751
148710|193270
13681|128316
47977|165379
61459|94967
133140|174786
70546|127155
80162|115449
12913|192042
152135|171157
44867|161258
1440|95740
167661|193122
30597|35053
29178|152830
61705|74442
72971|187956
158329|181231
16748|135931
89718|108690
7408|124693
1758|69364
13677|128680
26024|152466
32531|136665
67541|114330
88834|182045
164807|167839
126552|197397
1532|88135
27191|55622
5514|19791
58177|105145
26770|90528
22850|153740
7526|114957
114588|141812
61433|97036
86506|113100
145486|198686
4605|95248
67740|98026
73673|129884
50738|198457
98644|154224
58276|97079
8244|55367
6674|185703
67145|147393
17557|68829
21007|44627
92790|116033
89037|165400
48979|82324
123398|196843
1981|50931
164474|195463
70462|134271
52265|71735
102219|119666
29484|127467
29317|141315
51143|164874
60269|193860
25764|174083
35580|145799
61691|75835
26863|82860
17979|33846
2283|25893
91976|183571
117046|199754
7460|120500
61025|131089
139762|149292
86389|122999
60711|157154
9906|179602
95750|132467
41342|191815
73873|113273
20505|86312
79595|162630
48124|153197
57172|188658
4262|123800
170903|186059
183415|196155
26593|105358
14812|34592
107622|195542
20324|101381
63828|160510
158449|171136
63392|196699
146007|155358
39601|74297
123488|189424
92247|161046
20686|71334
60973|135311
161314|195490
17899|40511
33163|84363
114235|170956
33590|48916
26044|150949
33021|96141
38778|142568
61238|113362
6736|180632
32561|134277
129742|194586
107969|166766
155414|160932
11012|87891
85971|157654
9833|185749
177099|196059
57867|131020
130225|154519
77420|80953
14321|75369
67072|153593
23786|76259
16291|174049
23908|66135
107999|164579
76034|196194
19454|173663
39340|96013
32477|141348
32998|98105
82676|169200
98688|150953
102130|127415
89373|137654
123568|183098
110796|194584
72959|189283
30455|47044
61181|118235
77029|113624
77250|95282
130336|145660
45073|144454
64209|129055
91926|187885
148870|180230
19539|166588
77409|82090
17055|110613
88862|180052
74249|82225
60499|174855
45512|108007
11916|12913
11564|42136
38401|173933
88657|197053
61759|70322
32755|118234
98356|178550
26712|95536
45692|93052
114665|135606
111354|148280
10042|168440
66817|174780
46135|56272
13940|107060
117168|190005
60543|171232
16663|143184
51813|109404
26376|123502
99151|112584
39448|87113
19914|135550
68099|68281
102137|126899
27391|39267
95536|150338
132880|196690
101366|190889
82654|170953
14186|86686
4715|86344
22985|142822
82613|174384
7904|83808
129684|199840
1139|121000
63805|162523
51817|108969
151871|193223
32120|171060
14310|76380
136002|199716
117093|196260
45687|93554
57832|134009
114014|189679
64360|116509
108450|127235
61645|79712
61042|129764
17544|70138
86170|141260
111325|150774
41269|198086
48423|128553
82766|161626
35280|170896
14316|75906
83060|137251
54188|174360
70663|117643
92929|104538
3899|154096
2082|42778
54510|147627
10479|132240
11473|49738
41276|197489
161498|180640
45695|92976
41560|174033
48340|135591
24346|29909
111775|113193
67421|124759
96091|104473
7748|96793
83300|117532
13610|134555
145710|180195
48847|93525
17459|77217
22830|155755
136669|144160
98578|159970
32269|158757
92281|158534
54769|126287
76184|183894
17525|71734
16942|120124
107807|180416
20808|61447
48531|119771
80157|116229
12840|198490
16894|124151
7747|96909
35982|112689
83035|139488
23264|119693
36768|47454
650|161687
42699|79451
127157|147204
9986|173218
73183|170796
35415|159732
133264|164613
111203|160690
192900|195608
31880|191008
92522|138502
158166|194991
14010|101371
73807|119008
43040|51144
99260|103405
127089|152932
173903|199463
164763|171632
80320|102670
20915|52595
23160|128417
28645|197442
24172|44422
10599|122393
47687|189738
42317|111265
114015|189464
132867|197668
567|168609
17304|90146
126695|185651
174017|190019
104845|164154
149013|168172
26174|140421
123681|173673
76519|156021
26872|82483
73359|156104
263|193854
66908|167307
28816|183220
5488|22347
13895|110972
61762|70111
158182|193608
31832|195059
67144|147704
1193|116691
92261|160100
5476|23337
47852|176091
186602|194001
23893|67634
88746|189943
36483|71259
678|159440
92240|162081
61330|106148
170898|187163
164836|166029
66912|167125
3739|167525
155320|169406
189736|196514
15998|198621
80187|113894
126943|165375
167815|180902
95792|129407
127372|129774
114696|133259
44428|198247
104551|188891
63790|164099
60445|179589
14945|23862
502|174072
14314|76237
55465|68653
36442|74658
42339|109474
51858|105906
85952|159671
8764|12632
54880|117218
5250|42141
76964|119229
142740|164921
117850|133673
66810|175626
189746|195631
130044|170117
85490|197995
54006|189787
67219|141668
17813|47998
80199|112888
92860|110585
23774|77500
45717|91228
121044|130704
98935|130755
139357|183559
29976|87018
123427|195041
24213|41070
24347|29949
79678|156079
72912|193361
70985|91155
42815|70061
167782|183593
161656|167757
36622|59787
17092|107892
29292|143869
54725|129987
117401|170968
26492|114147
709|156949
44529|189922
76109|190183
45812|83434
63946|151129
133533|142722
85754|176042
33491|57464
17340|87320
80359|99543
85717|179098
60596|167022
52305|68764
123941|152448
6509|199894
35624|142681
105370|120764
63697|171956
38453|170024
192875|197995
36067|105919
36598|61848
114792|125191
80482|89536
123417|195763
130018|172161
95229|176262
82599|175993
51711|118218
105217|133482
57177|188831
38112|198307
72990|187102
183537|186617
13258|164017
107659|192934
32660|126515
123737|169160
36518|68449
439|179443
158188|193420
29031|165576
149128|158959
95961|115488
77428|80849
177089|197466
67300|135083
92800|115690
22871|152577
28885|177711
40016|40242
19997|128986
33125|87922
22751|162546
142981|144776
180318|191613
24138|47491
42705|79319
89026|166769
32204|164453
6743|180534
22926|148093
95477|155629
111203|160993
114774|126749
126817|175766
47747|185013
74012|102206
7463|120790
11722|29417
108289|140713
67813|92391
108311|138905
4409|112134
73484|145994
14131|91666
13597|135989
60720|156880
20982|47314
76388|167113
145928|162391
89030|166383
14128|91890
54295|165866
20013|127727
32108|172402
107606|197429
83703|84258
83600|92807
69838|186494
80396|96595
5594|13819
148647|199230
23137|130641
35603|144558
152102|174610
73634|133762
17330|88315
123508|188589
53972|192806
19452|174338
180310|192674
93006|98763
61538|89145
19249|191184
31786|199205
70903|98271
164495|194570
16878|125825
48280|140975
51772|113290
45729|90516
36832|42542
20442|92150
672|160229
39718|65123
102285|115087
93073|93175
49034|78405
61324|106932
98820|140541
89560|122613
79207|195453
54695|132830
55377|76224
167950|169993
158534|165078
102432|102889
23844|71940
85783|173963
83624|91015
99259|104117
23887|68380
120840|147881
5475|23741
107816|180315
29086|161149
35521|151324
45772|87033
6650|188384
36395|78882
111073|172161
66907|167740
107746|186148
64899|72249
92476|142698
48188|148533
139876|140850
4213|128500
12913|192860
31871|192212
33677|42317
126782|179058
95555|149268
104504|193106
8448|39164
83504|100940
64240|126942
42731|77265
10351|143342
139460|175363
32618|130233
95693|137809
19758|148985
95971|114730
70861|101734
17394|83111
20912|53258
7506|117365
13046|181841
38995|125194
3681|172688
158303|184187
76750|137196
74060|98320
51155|164457
10477|132911
57709|144772
155417|161592
76423|164346
25704|179784
136575|152640
51685|120475
92868|110106
48884|90820
17160|102512
50847|190169
41902|146162
8482|36387
36429|76127
64023|145162
32558|135255
5202|46480
92562|135744
51743|115807
158344|180710
16101|190444
70825|104869
45533|106914
13614|134712
4239|126422
50961|180733
38203|191016
22982|143660
76537|155051
130191|158030
25648|184467
55321|81013
60681|160429
27386|40214
16961|119104
117598|154704
29595|119033
114031|188612
177068|199470
17501|74281
20006|128506
79675|156767
8437|40167
80357|100151
13489|145170
66661|188283
31835|195342
86421|121092
149121|159698
31801|198158
39937|47169
58703|62340
108580|116790
129710|198064
67295|135646
139283|189919
149087|162537
2274|27438
52346|65702
126863|172224
98865|136727
142954|147364
98974|127681
57163|190176
23242|122143
39022|123103
82507|183809
39289|100943
142607|176170
13798|119514
17754|53360
27328|45090
10704|114216
82436|189660
123391|198209
18170|18825
155478|156390
19547|166668
5569|16135
58559|74354
111702|119842
35453|157149
42613|87165
32279|158469
111616|126984
35395|161967
5527|19612
95549|149855
92075|176049
86679|99868
117916|128678
16165|185275
38636|155219
72900|194936
60553|171146
111686|121476
101857|150831
127014|159984
154986|197649
155294|172071
60314|190987
772|152164
108367|134795
25980|157084
52004|94270
11659|34990
36336|83984
82838|156539
6973|161783
1802|66681
16863|127327
24201|42602
38155|195120
44703|175929
63695|172498
69981|175036
146088|149701
33730|38084
70383|141720
64323|120420
86209|138855
28633|198984
44554|188282
139727|153373
139454|176034
54556|144651
67422|125320
174122|182236
27253|51409
76620|148309
33242|78595
4808|79358
41460|182923
95836|126224
101802|155463
22956|145984
21245|25842
26060|150493
158549|163995
7672|103811
101707|163347
29795|102634
17468|77185
18049|28963
17849|45551
73895|112301
17331|88547
20479|89405
136215|182801
77363|86601
86708|97386
2079|43761
142837|157459
8053|72201
129708|198610
36196|95652
4716|87046
83592|93847
4010|145648
64456|109306
111078|172037
114496|150483
67666|105034
72946|191026
35785|129741
57272|181277
127225|142515
50776|196167
167750|186786
35037|191829
77321|90046
92986|100585
42394|105481
149007|169592
35394|162179
63932|152794
117123|194570
79473|173585
60508|174841
120471|178830
45075|145082
83418|108514
32481|141910
21082|39436
149182|154957
96022|110970
155390|163978
152283|159727
136646|146859
20716|69807
30378|54334
127044|157388
70511|131183
29791|103044
101649|167995
46120|58447
76970|119426
69935|178983
95499|154348
105128|141395
58199|104539
35226|176198
45442|114714
624|164595
4690|89273
82525|182596
76399|166769
4913|70756
145529|195950
86181|141286
23515|99638
96042|109258
32581|133587
47796|181571
89138|158005
25948|159923
76966|119670
133600|137578
67919|84130
8659|22019
98954|129579
4136|135274
17841|46352
38860|136822
15052|15703
102117|129197
164767|172056
93005|99154
89648|115634
161535|178173
120780|153026
23894|68280
42606|88024
66663|188351
85790|173717
146045|153213
1827|64821
95547|150294
88960|172730
86624|104479
18133|22138
32956|102537
158530|165497
57838|134447
142698|168847
110991|179114
180271|195970
39259|103651
101763|158628
51622|126092
19822|144093
80150|117523
99114|116353
45763|88231
3616|178512
45902|76690
136618|149563
130169|160518
64049|143388
29247|148310
117704|146525
101747|160226
47581|199497
20256|108111
67078|154108
101532|178090
16217|181192
46241|48532
80343|101727
38453|170631
61823|66025
7476|120299
76721|140172
45596|102052
52080|88250
126539|199643
18072|27266
99044|122472
73682|130272
45944|73149
95761|132708
55173|93685
35245|174741
161723|163052
51106|169110
9914|180098
34948|199494
136750|138670
70581|125449
22455|187832
114393|159263
70573|126107
35134|184068
104554|189450
42884|65100
69814|189095
102274|116556
20103|120870
50853|190005
64399|114259
2297|25918
47780|182929
52343|66343
177200|189132
14656|48725
148917|177300
110999|178847
44625|182717
151840|196835
42877|65656
1922|57054
39257|103972
117330|177664
39742|63712
20621|77916
64554|101415
67075|154322
38554|162291
99294|101788
64491|106641
114679|135534
117694|147445
120657|163657
108254|144546
14488|62658
35390|162774
33075|92868
35739|133904
170907|187069
189740|196818
67225|142048
142377|195728
30466|47270
69977|175773
95916|120015
174176|177908
71229|71842
117447|167722
57702|146026
10215|155204
3509|187524
19644|159021
63380|199023
47718|188270
82882|153218
17499|74964
82974|145577
18108|24406
32313|156100
12988|187226
35694|137601
67014|159572
35394|162505
47808|180832
7824|91581
164742|174403
38794|142552
167883|175850
174135|181230
20247|109060
26010|155028
186551|199298
55242|87971
41431|185820
22372|194852
30558|39694
24137|48361
35525|151718
192930|194107
26226|137129
104762|172070
4267|124677
44804|167990
24036|56755
27118|63035
16663|144421
25633|186286
86645|102982
98936|131361
29274|146229
45397|118760
114060|186807
39016|124078
64736|86439
110760|198541
51026|175804
10224|154550
63621|178979
89252|148727
14213|85605
5321|37222
10413|138866
20428|94051
30124|75697
942|138545
23748|80695
64104|139065
118027|119981
640|163619
66549|198288
95560|149700
53970|193739
110783|196940
17799|50159
41534|177340
82636|173791
108411|131676
35117|185642
170830|193830
82643|173239
51720|118375
66678|187556
46270|46376
142830|158493
6545|197809
32171|167998
70994|91530
1231|114596
67642|107599
67811|93572
5446|26908
64164|134119
132917|194813
42966|58448
879|143820
111024|176974
58016|120098
48886|91468
63610|180109
42600|88831
42754|76035
60838|148017
64372|116844
17763|53173
74100|95834
117191|189386
127004|161311
64765|84221
51156|165217
158193|194158
21127|36093
33473|59935
28897|177688
86830|87795
4975|66026
89228|150903
57299|179515
26696|98238
96127|102562
51118|168270
31912|189601
38678|152288
101656|168108
7789|94623
120645|164866
130156|161900
121117|125743
20453|92119
41598|172056
111589|130140
25696|181193
142634|174809
70196|157682
73889|113281
55212|90650
4534|102684
60749|155343
58050|117238
107953|169785
77160|103941
55588|59430
24057|55105
177132|194999
36527|68756
48370|134380
67780|96238
33165|85655
41850|151245
76674|144476
11561|43756
49008|81432
64979|66581
64689|90646
36253|91483
67765|97469
174137|181401
29638|116268
1720|74123
70224|155516
80502|88926
111347|149985
111299|153970
70810|106873
196026|199610
77318|91054
136058|196159
58341|93235
25900|164375
20694|72130
142830|158351
69807|190179
60486|177378
13348|157608
61276|111812
183429|196550
19558|166470
7338|132132
14075|97273
42050|134609
148959|174019
142400|194025
36046|108632
51562|131641
79477|173965
27024|71043
32540|137511
32932|104976
19429|177158
42657|84209
26215|138197
55081|101708
60696|159943
126918|168329
164505|194330
16551|153940
64693|90248
95819|128265
89651|115913
50815|193527
17977|35575
29574|121616
139477|174603
158331|182466
86592|107651
142914|151462
70041|170640
136575|153308
4562|100446
46141|57275
20186|114357
25645|185604
48953|85957
52269|72880
19294|188453
44595|185590
618|165669
67225|142276
133202|171090
55030|105859
35762|132295
136716|141594
1136|122683
63374|199761
57094|196690
114082|185238
48927|88131
171025|177482
139217|196130
45193|135940
29523|125846
51617|127019
71229|72063
21285|23177
86436|120578
170924|185856
42831|69949
4698|89213
58365|91369
8027|75048
174175|178616
126575|197191
82770|162927
89273|147491
133393|155582
1355|104538
158581|162165
57149|192310
17495|75636
45714|92793
11564|43618
61776|70391
101304|197525
107862|177489
88656|198684
8591|28272
31975|184520
88948|174425
15038|17469
63532|186835
47708|189491
43043|52326
23429|107401
38351|179607
5216|46242
139448|177302
7771|96326
42332|111328
20010|129076
114372|161487
108559|119654
102315|113627
51747|116412
79905|138566
104473|196673
73031|184816
98669|154111
139623|162750
38471|169630
30374|55278
108547|120670
80179|115820
86061|151894
121153|122927
73797|121247
69822|189033
42423|103762
117661|150678
108598|116455
61159|121556
177158|193111
54546|146128
27328|46026
16008|199135
21091|39380
64137|136509
76130|189708
4976|66223
139500|173062
96055|108782
45778|87533
13419|151910
5244|43992
55430|72795
11674|34606
171006|179447
70464|135697
61518|91796
1689|76912
42952|59921
117563|158829
164723|176635
19571|165567
3630|177963
54077|185103
158555|164307
110816|194324
45516|109372
41616|170914
67061|156164
102068|133971
108663|110866
10194|157479
111472|139887
25825|170840
146118|147869
145916|164635
19842|143114
1100|125837
105079|146218
68055|73659
139763|151045
29595|120081
139489|173789
29426|134112
63745|169240
13103|178200
70021|172671
79774|149552
36169|98701
54641|138462
183443|195640
19925|136261
95665|141329
113995|192629
79645|160277
101787|157329
102385|107696
74039|101282
107668|193499
86379|125626
57434|168810
89828|101508
173972|195329
55399|75571
89255|149042
132932|193796
98898|134994
35927|118884
86741|95565
76834|131396
38286|185234
124081|141997
51970|97935
101568|175541
136339|173144
17891|42962
29710|110610
36815|45160
66779|179501
17547|71518
133213|170484
55345|79953
133097|180109
171026|177613
36103|104266
91854|195453
33760|36560
101508|180534
77319|91102
14211|86299
57990|122581
16094|192153
161282|199993
130358|145254
17790|51378
42416|104542
52397|62525
126685|187981
1798|68012
57927|127826
14664|48689
35774|131539
136311|175450
19366|182763
53982|193264
142548|182431
120729|158366
20316|103910
130236|155740
61490|94406
23433|107361
13279|163693
74027|102429
39584|77541
77201|101140
130529|131432
54339|163651
60963|138123
171073|174167
95882|123469
120665|163665
54313|165798
68117|68626
133436|152289
11620|39233
67932|83985
114795|126585
38862|137472
92744|121774
1908|58912
124013|147915
57620|153492
105087|145951
130021|173550
17529|73124
73440|151113
35302|170791
89736|109286
111265|157481
11741|29237
26963|76483
123640|178891
58236|102373
66839|174745
95336|168754
126731|184492
39359|96193
2370|20601
44562|188626
145654|186719
38551|163252
14030|101378
145974|160283
63960|151472
28838|183099
886|143776
145703|182773
79344|185344
57404|171313
4960|67777
8781|12782
610|166696
164650|182945
45984|70711
79813|146408
86690|99930
29360|139786
659|162638
24361|30410
61220|116731
52242|75493
14177|89208
16960|120359
82615|175999
69782|192571
104669|180710
89800|103898
143011|144024
35333|168284
42366|108827
152124|174038
23989|61247
9737|195636
67669|105800
13973|106188
133135|177286
41817|154396
95699|138564
73225|168903
148951|175264
30650|32678
83315|118085
44857|164319
10637|120961
105447|115915
19234|193842
3717|171016
42004|138971
9950|177959
11532|46653
120901|143953
39612|75348
4176|132944
57371|174262
27299|48774
51123|168563
7996|78016
139651|160595
114311|166669
36777|48491
39801|59641
11433|54926
60767|154574
20593|81076
120725|158595
64416|113850
55047|105026
98214|191999
20654|76003
73933|110330
89610|119850
52319|69319
63620|179896
155430|161727
16228|181208
23424|108220
39821|57972
49234|63118
60705|159617
26440|120112
70825|106095
11003|90646
70486|134233
32316|156691
38613|158352
139890|140835
32728|122490
71147|79363
25606|189347
58553|76099
39635|73501
123533|187739
61251|114282
164573|189178
24258|39087
49262|60814
6615|192704
20185|114957
2440|14945
7759|97748
30371|55998
70590|125578
64093|140591
145844|170914
26230|137503
151888|193490
89856|99379
61616|84040
152266|162118
20019|128787
7222|142341
23455|105696
5550|18972
2185|36129
132973|190605
17944|38850
31914|190049
64758|85382
860|146109
57289|181038
13281|163726
13142|175264
76881|127727
136289|177524
8536|33300
19321|186705
151972|186548
133181|173354
88879|180460
