Entity1|Entity2
30054|81328
6675|55672
10289|17858
1770|69586
12549|92449
54006|59431
70944|95380
5604|13519
30314|59773
9609|74321
180|70496
7744|98040
9970|44352
40979|92069
68104|68942
38167|63323
29946|90313
8057|72057
60217|68242
9729|64376
33260|77347
5237|43988
30569|38553
25313|81597
1869|61406
8600|27029
19063|76087
80478|90498
63364|69179
55304|82823
2565|3636
30262|64061
33488|58437
4726|86415
1825|65067
19229|62305
2133|39501
34659|92404
12823|69757
16063|62985
42940|60457
5103|55155
8273|54179
71161|77307
40936|95717
14728|42727
91467|95884
33668|43574
63374|68278
64582|99082
78871|92768
47686|59739
70984|91992
18936|86658
39782|60402
34609|96565
52120|84856
82022|93382
37854|89363
55439|71533
23791|76902
58300|96220
11048|86045
1800|67178
74292|79562
13103|46552
36184|96879
44150|91067
94604|97626
17242|96242
5680|7281
17225|97638
55477|68371
53990|60729
3754|36089
3306|73274
8048|72911
13396|22219
5332|36194
34709|88235
2272|28031
80487|89678
23616|91452
8223|58373
91445|97658
54003|59665
31896|59651
67857|89591
3343|70212
41236|70884
28956|41529
49349|52876
14439|66772
53545|97823
25975|26814
33611|48396
45680|95230
28519|77808
6412|77654
58396|88422
30190|70198
9551|79261
803|18914
19349|52436
9529|81085
11012|89056
3216|80779
4970|66264
23893|68560
16615|17221
26701|97582
21010|45704
17678|60114
22154|81822
6720|52109
21289|22544
80404|96741
45988|69641
47585|68165
74146|91878
17723|56374
10031|39429
69472|86646
22399|61474
57154|60470
58338|93272
41243|70245
27203|55930
3054|94259
30140|74303
7245|8539
9526|81364
14305|77917
47525|73124
37819|92303
66314|86604
28485|80678
4894|72625
5524|20335
57034|70316
30010|85182
69527|81994
11092|82489
10159|28847
45806|84848
80522|86930
35031|61653
50791|64198
31813|66600
3387|66632
49242|61697
41349|61562
24378|28354
82083|88451
19387|49355
86730|95941
38075|71137
64668|92052
52257|73598
36273|89635
13196|38914
44342|75265
50457|91937
13471|16098
37997|77624
49160|68518
55460|69900
16364|38118
52057|90218
63264|77555
285|61981
75715|92651
4771|82869
19247|61025
39684|68633
44420|68769
56856|85142
41524|46996
12891|64267
85148|96160
40939|95544
3370|68105
4104|7182
44379|72281
48948|86282
45779|87148
64620|96250
10028|39775
23933|65352
14507|61259
22375|63565
697|27830
9499|83707
26792|90204
93064|94698
4049|11768
66379|81306
19061|76473
48887|91371
63162|86213
12542|93306
18127|22973
27010|72066
46065|63382
22380|63190
56868|84312
1424|98592
3992|16518
32073|45047
8233|57719
878|12839
47357|87207
36785|47171
58434|85430
9937|47381
74286|80401
8225|58405
47449|79563
6667|56667
16590|19502
17486|76209
22418|60071
25162|94473
38432|41656
33511|56871
21112|37390
83591|94467
74251|83260
50695|72297
17380|84991
55283|84723
24031|57287
60281|63107
31700|76120
59993|87002
9920|48822
46240|48936
50779|65342
88307|96262
9451|87747
60281|63123
3710|39977
17816|48841
55290|84148
22520|51632
30103|77551
42596|89214
25520|64743
19041|78236
14769|39583
64984|65978
93066|94450
15950|72645
17467|77798
85145|96535
25743|46310
61811|67368
56831|87485
4018|14445
33239|79509
64976|66818
91444|98229
9571|77838
17318|90208
72612|88389
55248|87800
85281|85484
12974|57529
42778|74204
3029|96547
22443|58041
28704|62718
11365|60050
14653|49294
55460|70240
38282|54138
68064|72703
75751|89985
31447|97134
20554|83795
17213|98959
8295|52730
12624|86615
50881|57090
21976|96829
14660|48702
71018|89636
5610|13433
17461|78360
49367|51691
15011|19612
20921|53380
1871|61636
9703|66951
44668|48479
8071|71329
13077|49072
10035|39384
71205|74030
22433|58940
27394|40432
13179|40577
25284|84491
5056|59454
25346|79344
81996|95920
31787|69024
758|22973
22289|70880
12961|58721
52332|67651
8745|15428
793|20076
50786|64897
47650|63091
52487|54783
45896|77604
17329|89405
15823|83330
19386|49732
19605|31555
28264|99251
2461|12706
3101|90661
8181|62254
9596|75883
14347|74741
32156|38373
5540|19314
33146|87277
6566|65227
27325|46134
25340|79816
41174|76302
52319|68755
2028|48661
5093|56406
21208|29562
88307|96356
16341|40360
42989|56834
72548|93841
61481|94890
19612|31017
83631|91471
61596|85349
47408|83272
25835|38808
31716|74971
6941|34113
34757|84736
12481|98580
22679|38582
49210|64812
56935|78988
52408|61528
142|74163
10969|93012
16321|42007
74135|93164
41254|69733
38174|63224
11286|66741
47833|47965
4760|84091
3152|86494
80529|86756
13278|32483
15823|83388
17716|57340
24088|52713
49290|58195
1582|85740
19201|65148
50820|62287
39383|93945
42545|93631
1591|85003
37791|95005
17549|71185
58306|96201
21227|28111
66234|93541
44465|65468
75748|90332
9427|89985
3696|41375
8668|21908
43077|49592
69678|69828
52284|71754
28750|59091
17296|92212
34574|99977
42868|66921
27359|43416
11157|77506
10887|99917
20950|51128
32121|41383
12893|64502
58393|89001
17665|61625
24266|38013
50783|65299
17561|70251
61734|73853
53959|63970
20469|91086
16595|19407
21236|27422
18955|85676
18180|18931
55318|82254
35233|45332
59973|89097
30116|76824
33788|34191
41536|46489
21113|37624
20580|81859
28401|88111
39573|78336
30078|79994
20932|52629
5628|12162
20878|57112
47680|60801
21250|26237
72679|83069
50500|88951
47447|80137
41342|62551
75780|87834
11255|69443
60215|69042
58613|70930
4860|75944
5327|37183
50678|74197
4668|91883
41189|75234
5704|5881
44307|78586
3355|69789
22186|79653
61720|75206
36601|62836
25373|77271
3177|84573
14082|96976
58274|98986
9648|71772
47597|67781
50930|53167
37966|80716
1950|55347
68060|73181
69383|94447
11479|50886
25859|37009
30577|38629
39683|69283
22348|66254
28749|59297
10284|19004
42477|99510
60113|77433
44069|98449
9442|88883
11391|58174
16206|51747
9738|64312
41052|86712
128|75523
72798|73189
549|40581
36300|87886
75651|98478
39582|77624
8139|65970
16419|34094
25712|49188
17992|34610
5572|16911
6941|34355
23950|64364
346|57453
42904|64025
72613|88518
28380|89898
8736|16433
49274|59601
52020|93823
6881|39350
17867|45034
1922|57730
10334|14900
70900|99807
59926|93121
34776|83387
16328|41700
24118|50509
27411|39331
60064|81694
7834|91339
2242|31180
41046|87264
22163|81665
49293|58178
45765|88809
35109|55765
13478|16130
33182|84597
30165|72860
61488|94596
22225|76569
2336|23396
52108|86699
45771|88295
20949|51401
31445|97688
61586|86472
55524|65308
37979|79651
27306|48025
47559|70952
75669|97187
14864|32152
72761|76432
83538|99423
81975|98079
2552|5489
60317|60716
39918|49794
93053|96082
68122|68173
8234|58194
9829|56879
6848|42157
7955|81346
61490|94337
17480|77209
27497|32259
66386|81194
435|50145
67886|87755
44093|96593
18000|34041
8642|24344
37784|95932
20885|56736
59994|87437
38469|39079
10332|15140
7917|84509
10953|94661
11409|56857
83591|94941
13016|54550
19744|20406
17299|92271
29886|96096
16185|53645
830|17405
5139|52980
21221|28877
25342|80033
42907|63906
24238|40595
7060|24604
6580|64442
32068|46147
26952|77560
14433|68041
4874|75003
42750|77040
1977|53308
22444|58474
38298|53338
17812|49714
55606|58621
46248|48851
37860|89690
28593|72444
34804|81211
43065|50890
24069|54720
7743|99014
45962|72581
24380|28849
74226|85999
63139|88766
42951|60344
6478|72966
74282|81352
33415|65382
25817|40657
33417|65212
8423|42594
2318|25024
70983|93070
3154|86708
49083|75759
72793|73911
806|19457
17782|52231
33347|71045
37858|89819
12891|64966
36370|82255
12875|66292
12887|65297
57022|72185
49330|55267
53829|75072
67965|81402
1603|84389
4798|81338
9623|74078
3428|63982
91496|94386
357|56740
47321|90946
58571|74591
68041|75025
47221|99245
19472|43088
56874|84355
72492|98801
28794|55808
2058|46635
64958|68767
2218|33356
3358|69810
71019|89980
47352|88360
